0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
14.0,10.25,4.625,12.125,1.0,2.75,12.125,12.125,14.0,6.5,12.125,14.0,10.25,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,10.25,10.25,14.0,14.0,14.0,14.0,10.25,14.0,12.125,14.0,10.25,14.0,10.25,8.375,8.375,12.125,14.0,12.125,14.0
